AnoMes,Municipio_Ibge,Municipio,Estado_Ibge,Estado,Sigla_Regiao,Regiao,VL_PagadorPF,QT_PagadorPF,VL_PagadorPJ,QT_PagadorPJ,VL_RecebedorPF,QT_RecebedorPF,VL_RecebedorPJ,QT_RecebedorPJ,QT_PES_PagadorPF,QT_PES_PagadorPJ,QT_PES_RecebedorPF,QT_PES_RecebedorPJ
202501,3304557,RIO DE JANEIRO,33,RIO DE JANEIRO,SE,SUDESTE,32038954161.35,163669090,102374975024.73,30504953,31223380895.49,107949461,89233730291.44,143608287,4729426,347461,4600828,324097
202405,2210904,SOCORRO DO PIAUÍ,22,PIAUÍ,NE,NORDESTE,9604282.02,76630,1038957.8,926,8355093.6,45659,1985552.1,2850,2261,45,2238,38
202403,2310407,PARAMOTI,23,CEARÁ,NE,NORDESTE,19555769.21,180404,2190150.86,2449,18528585.33,124895,1686049.51,12651,5394,111,5274,100
202305,5107800,SANTO ANTÔNIO DO LEVERGER,51,MATO GROSSO,CO,CENTRO-OESTE,26274322.04,185937,14744140.09,11510,27602979.86,130620,13250583.18,21443,7288,439,7346,424
202411,3107406,BOM DESPACHO,31,MINAS GERAIS,SE,SUDESTE,194098093.98,860452,95872980.89,62871,192297195.34,551433,91791480.01,192002,30508,2744,29791,2575
202503,2906600,CANDIBA,29,BAHIA,NE,NORDESTE,28490643.51,167256,5537766.81,6496,26940382.85,98128,5872667.5,25572,6046,250,5812,241
202404,3525003,JANDIRA,35,SÃO PAULO,SE,SUDESTE,446932559.32,2592723,580485127.75,167569,465114312.73,1682635,579206518.97,392810,84226,5100,84103,4748
202411,5221908,VARJÃO,52,GOIÁS,CO,CENTRO-OESTE,13089035.03,55273,4090387.23,2521,14767731.79,38623,5037372.59,7269,1888,83,1939,68
202505,2805703,PROPRIÁ,28,SERGIPE,NE,NORDESTE,99140214.52,692055,71798633.95,32555,94957560.46,452848,71950766.91,155038,17366,779,17500,738
202310,2208601,PRATA DO PIAUÍ,22,PIAUÍ,NE,NORDESTE,4121786.18,43256,243061.19,508,3770512.61,27431,255273.67,1654,1371,27,1374,30
202508,3120904,CURVELO,31,MINAS GERAIS,SE,SUDESTE,380133672.17,1914477,219807343.61,159447,383843335.18,1159158,189425662.51,413761,52714,4491,52874,4157
202404,2106003,LIMA CAMPOS,21,MARANHÃO,NE,NORDESTE,23370357.46,199287,6506677.05,6206,22691769.67,137491,6061982.64,18974,5971,190,5767,179
202412,2905008,CACULÉ,29,BAHIA,NE,NORDESTE,65091042.03,381190,59446559.12,29211,62681386.35,232116,62328668.53,161673,11257,927,11129,837
202408,3145109,NOVA RESENDE,31,MINAS GERAIS,SE,SUDESTE,68275329.92,183562,28671133.37,11264,85392904.27,106460,37061964.76,42726,7968,596,7579,557
202411,3542305,REDENÇÃO DA SERRA,35,SÃO PAULO,SE,SUDESTE,9137367.72,52940,3560960.02,3312,9468436.35,38091,3512354.88,5070,2073,118,2043,118
202306,4318457,SÃO JOSÉ DAS MISSÕES,43,RIO GRANDE DO SUL,SU,SUL,2822021.9,11586,1015174.45,880,2427106.91,6439,783882.79,1752,874,47,794,50
202506,1707405,ESPERANTINA,17,TOCANTINS,NO,NORTE,24420967.73,173289,3305132.66,7227,22928093.76,107766,2760274.31,19884,4798,132,4715,124
202507,3132404,ITAJUBÁ,31,MINAS GERAIS,SE,SUDESTE,382455722.36,1816229,392743390.34,179458,388952036.49,1113996,377348470.83,467431,62224,6260,61295,5820
202404,2704708,MARECHAL DEODORO,27,ALAGOAS,NE,NORDESTE,165677494.15,1195880,81253239.01,62381,164531393.13,738985,91450409.27,199388,30952,1696,30689,1546
202408,5214705,NOVA AMÉRICA,52,GOIÁS,CO,CENTRO-OESTE,7859346.61,27441,925034.75,1480,7099441.72,16880,1265664.99,4368,1085,62,1097,60
202311,2701506,CAMPO GRANDE,27,ALAGOAS,NE,NORDESTE,19374365.44,110294,2006164.38,1438,19173567.56,83195,2040151.69,4736,3965,72,3954,64
202509,1504406,MARAPANIM,15,PARÁ,NO,NORTE,10692397.28,100516,1533276.99,3657,9742317.66,65154,1308675.76,10257,12460,190,11192,184
202501,2209856,SÃO JOÃO DA CANABRAVA,22,PIAUÍ,NE,NORDESTE,8360428.45,58382,387435.56,605,7444476.81,38416,366478.39,3682,2112,37,2034,38
202306,2706208,PALESTINA,27,ALAGOAS,NE,NORDESTE,5728501.24,42454,311331.59,486,5624238.27,29426,377720.1,1937,1844,24,1852,23
202311,2917904,JANDAÍRA,29,BAHIA,NE,NORDESTE,16065545.67,118548,8734686.03,5603,15224748.09,76079,7838809.27,5937,4087,136,4160,121
202412,2902252,ARATACA,29,BAHIA,NE,NORDESTE,24960778.93,194216,4466213.32,3399,24052906.51,117171,3883183.34,13926,4757,102,4705,95
202308,3138302,LEANDRO FERREIRA,31,MINAS GERAIS,SE,SUDESTE,7332513.23,28433,1857370.62,1643,8399828.9,23487,1780211.12,3107,1339,89,1324,94
202509,3157807,SANTA LUZIA,31,MINAS GERAIS,SE,SUDESTE,137927570.27,854084,202490558.52,51451,153457964.89,536456,93497141.58,147191,124148,7319,109054,6655
202308,3541000,PRAIA GRANDE,35,SÃO PAULO,SE,SUDESTE,1112394438.61,5374436,475212185.66,484335,1177183893.05,3954071,412009983.29,873878,209873,17607,208606,15662
202505,3202256,GOVERNADOR LINDENBERG,32,ESPÍRITO SANTO,SE,SUDESTE,64699282.6,180416,402664895.88,11269,58132657.61,91359,319889407.12,35581,5199,309,4932,305
202506,4302402,BOM RETIRO DO SUL,43,RIO GRANDE DO SUL,SU,SUL,35887516.18,205119,26729215.62,14014,34995584.14,104855,31275865.57,49419,7699,639,7173,625
202304,1506203,SALINÓPOLIS,15,PARÁ,NO,NORTE,61788483.68,561146,34515341.06,38010,66465888.46,477999,32087317.24,87166,21293,1271,22012,1094
202404,4203154,CALMON,42,SANTA CATARINA,SU,SUL,4703616.01,37025,3817180.46,2150,5211801.31,18587,3549892.79,3668,1563,86,1544,73
202504,1707009,DIANÓPOLIS,17,TOCANTINS,NO,NORTE,93259751.27,529912,47379105.43,28416,95440683.8,306218,53061596.97,105753,13201,806,13240,754
202401,2903300,BARRO PRETO,29,BAHIA,NE,NORDESTE,10112536.85,84800,588752.67,1562,9433169.05,58134,504168.16,2537,3021,63,3088,65
202312,3533106,NOVA GUATAPORANGA,35,SÃO PAULO,SE,SUDESTE,4568344.27,25131,746389.23,1061,4368070.11,14301,1495748.81,2414,1015,48,991,46
202409,3203809,MUQUI,32,ESPÍRITO SANTO,SE,SUDESTE,35794744.7,226502,10390495.25,13174,32888772.68,127568,16568229.42,46787,7601,466,7427,439
202406,2407104,MACAÍBA,24,RIO GRANDE DO NORTE,NE,NORDESTE,172305280.1,1547849,97007245.99,52885,170061916.12,1085546,88409778.77,158259,41267,1585,40965,1413
202411,3155306,RIO MANSO,31,MINAS GERAIS,SE,SUDESTE,12465263.77,54010,4536567.89,4900,13301570.05,33175,5395533.87,17629,2449,238,2354,233
202505,2902807,BARRA DA ESTIVA,29,BAHIA,NE,NORDESTE,99968670.53,438429,30941703.03,27041,99621441.27,266188,30506954.12,116999,13745,806,13377,753
202304,2709152,TEOTÔNIO VILELA,27,ALAGOAS,NE,NORDESTE,55689743.76,387375,19831494.91,12944,54681734.98,265488,20349766.06,47001,18089,509,18683,467
202309,2914307,IRAMAIA,29,BAHIA,NE,NORDESTE,14931648.25,103727,2120757.45,1780,13836582.47,73429,2998733.64,6963,4659,117,4509,105
202411,2504850,COXIXOLA,25,PARAÍBA,NE,NORDESTE,3452808.58,22134,318976.64,491,3039697.93,13435,242520.38,1983,850,30,818,19
202509,3302858,MESQUITA,33,RIO DE JANEIRO,SE,SUDESTE,115641131.97,776125,30656351.72,27456,114891133.99,488138,26752090.46,85746,92513,3646,83500,3321
202504,2927309,SALINAS DA MARGARIDA,29,BAHIA,NE,NORDESTE,44617873.66,412733,6730796.45,10040,42658154.95,277972,4487172.43,35388,10246,269,10333,259
202304,2310902,PIQUET CARNEIRO,23,CEARÁ,NE,NORDESTE,13949713.73,85896,1733162.8,2081,12865153.87,73552,1874269.41,8084,4636,123,4551,115
202501,3104403,ARGIRITA,31,MINAS GERAIS,SE,SUDESTE,4947418.79,32486,6910246.17,1283,4932612.38,19359,3180189.08,4128,1393,82,1324,81
202402,4300646,AMETISTA DO SUL,43,RIO GRANDE DO SUL,SU,SUL,10577153.82,59437,8781451.21,6815,10524535.08,27249,10125358.14,20274,3151,412,2832,404
202406,3205309,VITÓRIA,32,ESPÍRITO SANTO,SE,SUDESTE,1959855824.86,8216159,6386657677.17,866785,1978217534.36,4900453,6076331412.94,3041236,252865,30845,246204,27707
202505,2901106,AMÉLIA RODRIGUES,29,BAHIA,NE,NORDESTE,92172267.74,759965,28125793.6,28100,87804308.3,460291,25951369.54,89174,15720,573,15807,528
202311,3536257,PARISI,35,SÃO PAULO,SE,SUDESTE,7327567.97,23317,2878418.19,1623,6133028.34,17034,3165058.1,3928,1175,73,1171,67
202402,1100049,CACOAL,11,RONDÔNIA,NO,NORTE,341836018.99,1346070,200836641.2,130364,343617704.87,828817,216668653.17,348242,54789,4567,54032,4357
202409,2111029,SÃO JOÃO DO CARÚ,21,MARANHÃO,NE,NORDESTE,31230060.83,215930,2545729.78,2390,29706609.61,140298,3134710.55,8266,6481,104,6138,105
202407,2500304,ALAGOA GRANDE,25,PARAÍBA,NE,NORDESTE,61489883.89,456049,10089005.47,7584,57585361.59,315870,12261743.95,38081,13669,308,13433,270
202401,2922300,MURITIBA,29,BAHIA,NE,NORDESTE,60305338.87,435951,13419381.38,13061,57126938.89,301088,11378946.32,33679,14179,472,14254,429
202310,3153608,PRUDENTE DE MORAIS,31,MINAS GERAIS,SE,SUDESTE,21335884.7,161178,14199683.75,9872,21436927.41,102035,10708596.22,14181,5906,375,6000,344
202501,2605103,CUSTÓDIA,26,PERNAMBUCO,NE,NORDESTE,86422287.49,536634,61685664.88,25307,80363825.59,340255,64440253.68,110167,17708,764,17812,700
202409,5200050,ABADIA DE GOIÁS,52,GOIÁS,CO,CENTRO-OESTE,52843697.48,283773,61938439.32,31282,54310078.8,198231,51847705.18,76014,7463,853,7539,791
202503,5106265,NOVO MUNDO,51,MATO GROSSO,CO,CENTRO-OESTE,38644787.18,104881,14868251.38,6676,41001586.32,51955,33538505.66,21524,3873,245,3597,235
202507,3556453,VARGEM GRANDE PAULISTA,35,SÃO PAULO,SE,SUDESTE,294497958.99,1333873,331056717.83,139407,311206737.59,787112,345010799.77,273611,40715,4047,40252,3838
202505,2802106,ESTÂNCIA,28,SERGIPE,NE,NORDESTE,256278678.51,1935322,172865054.39,78278,240072212.47,1199869,166600156.85,373639,43880,1823,44246,1742
202504,2612505,SANTA CRUZ DO CAPIBARIBE,26,PERNAMBUCO,NE,NORDESTE,640885310.25,2729226,208946063.0,153934,651559143.5,2030314,288400089.8,760154,61842,4038,60828,3806
202409,1506583,SANTA MARIA DAS BARREIRAS,15,PARÁ,NO,NORTE,43879873.43,198939,23028404.69,14656,40783027.57,116424,25262906.08,58431,5922,477,5748,404
202502,5006358,PARANHOS,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,27353932.22,152724,8246860.57,6423,24140467.74,76629,8840634.69,19964,5639,235,5439,224
202311,3513108,CRAVINHOS,35,SÃO PAULO,SE,SUDESTE,99006516.32,471953,139210354.82,51299,116717606.98,296525,136786126.73,115992,19572,1919,19452,1799
202506,3525904,JUNDIAÍ,35,SÃO PAULO,SE,SUDESTE,2608867190.73,9080404,3355634327.09,999138,2747900030.71,5239239,3487197820.46,2342453,336784,38041,326706,35586
202408,2608701,LAGOA DOS GATOS,26,PERNAMBUCO,NE,NORDESTE,31463935.63,190239,3130554.15,3061,30151479.84,145880,2815036.63,12420,6460,118,6174,103
202508,5218300,POSSE,52,GOIÁS,CO,CENTRO-OESTE,219085456.93,998963,87701670.16,78780,212709652.72,568090,84997874.21,242438,25076,2081,24893,1953
202412,4306106,CRUZ ALTA,43,RIO GRANDE DO SUL,SU,SUL,315745636.03,1429109,251531833.1,100426,299047503.36,796582,287737959.93,277880,40056,3130,39495,3113
202309,4124020,SANTA TEREZA DO OESTE,41,PARANÁ,SU,SUL,25533162.49,127231,64182741.42,17332,26726062.63,77768,58846467.96,32656,6265,702,6116,687
202411,5201801,ARAGOIÂNIA,52,GOIÁS,CO,CENTRO-OESTE,42952114.79,197550,23086681.63,15111,44693372.9,135809,20988226.47,46681,5468,444,5514,414
202306,5004700,IVINHEMA,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,68745512.69,245768,34716482.67,25142,72113141.61,160718,31092060.14,69081,12851,925,12570,939
202506,2200459,ALVORADA DO GURGUÉIA,22,PIAUÍ,NE,NORDESTE,15450419.01,113212,3400869.68,2354,14600986.94,71083,2147184.06,11190,2980,83,2964,78
202506,3526001,JUNQUEIRÓPOLIS,35,SÃO PAULO,SE,SUDESTE,65914163.09,360321,215889119.46,31915,68943673.19,190931,50787731.57,80456,11579,926,11427,891
202307,1709500,GURUPI,17,TOCANTINS,NO,NORTE,366785749.81,1436547,242763261.68,115154,378514519.32,941835,225497282.45,269240,51885,3758,53346,3717
202509,1501709,BRAGANÇA,15,PARÁ,NO,NORTE,59591293.26,434332,20463493.47,17455,58775466.11,299278,17806638.63,64418,55013,1636,48647,1576
202309,1718899,SANTA RITA DO TOCANTINS,17,TOCANTINS,NO,NORTE,3461728.05,21856,3330251.59,1742,3768020.61,13889,3244766.17,3591,856,57,861,55
202506,2923209,OLIVEIRA DOS BREJINHOS,29,BAHIA,NE,NORDESTE,51132400.6,347927,15776656.03,18219,49266910.39,206773,17865430.56,60825,10081,430,9905,424
202508,3169703,TURMALINA,31,MINAS GERAIS,SE,SUDESTE,74435807.82,374793,57676659.24,34118,69681806.27,198240,58143611.04,119222,12002,927,11599,866
202308,3170529,URUCUIA,31,MINAS GERAIS,SE,SUDESTE,16233434.26,100302,5481531.4,5753,15549166.56,64011,4987030.91,17958,4464,228,4408,206
202308,2919926,MADRE DE DEUS,29,BAHIA,NE,NORDESTE,55020821.21,425129,11295345.49,17386,50367135.13,298130,9761359.71,41789,12396,487,12384,454
202308,3516705,GARÇA,35,SÃO PAULO,SE,SUDESTE,105307367.65,548281,100499707.55,56087,109012522.3,343441,95116502.82,112046,23317,1991,23193,1979
202410,3168606,TEÓFILO OTONI,31,MINAS GERAIS,SE,SUDESTE,547409779.54,2811211,411034038.37,170881,566703042.32,1836015,386561519.57,842878,87099,5733,87913,5207
202508,3554508,TIETÊ,35,SÃO PAULO,SE,SUDESTE,179281515.81,837106,306282272.59,83128,195454674.02,467422,262884235.73,180231,26149,2687,25959,2617
202403,2505501,VISTA SERRANA,25,PARAÍBA,NE,NORDESTE,15273492.47,69460,611298.72,532,14608403.72,58010,677586.31,3168,1879,42,1837,40
202401,5008008,TERENOS,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,33158179.28,216168,28551561.01,14420,33150134.42,124780,37643336.42,31586,7432,451,7284,442
202501,3105400,BARÃO DE COCAIS,31,MINAS GERAIS,SE,SUDESTE,123682118.94,662298,46910206.06,35864,101145183.97,343237,47290178.82,134020,21006,1404,19702,1334
202410,3204559,SANTA MARIA DE JETIBÁ,32,ESPÍRITO SANTO,SE,SUDESTE,128899927.45,440792,258673096.74,39125,148601316.84,292021,289647223.89,154836,18566,1763,17497,1625
202412,4308805,GENERAL CÂMARA,43,RIO GRANDE DO SUL,SU,SUL,20601677.21,130917,7929062.6,5637,18806409.65,65673,7552562.52,18291,4211,244,4030,246
202402,2516805,TRIUNFO,25,PARAÍBA,NE,NORDESTE,19673706.1,112104,1541362.1,1563,17937080.51,77055,1742584.33,14835,4420,89,4315,85
202310,2110005,SANTA LUZIA,21,MARANHÃO,NE,NORDESTE,157924513.09,1017617,18266152.1,22497,151867941.91,735367,19889672.34,80920,33274,598,32248,567
202407,3119609,CORONEL PACHECO,31,MINAS GERAIS,SE,SUDESTE,4368179.36,29266,1428858.9,2966,4440400.51,18602,1189967.76,5979,1303,82,1270,83
202504,4204608,CRICIÚMA,42,SANTA CATARINA,SU,SUL,983261176.39,4049165,2093304064.69,668931,1063652633.56,2272761,2102375856.58,2305868,147920,18776,144332,17795
202409,3122504,DOM CAVATI,31,MINAS GERAIS,SE,SUDESTE,16189838.1,71166,4242842.21,5189,17237786.9,48242,4780484.57,16651,3053,247,3055,248
202509,2100907,ARAIOSES,21,MARANHÃO,NE,NORDESTE,12170331.09,106388,1617971.69,2021,11271894.5,65317,1650708.38,8313,14675,220,12645,220
202311,3129707,IBIRACI,31,MINAS GERAIS,SE,SUDESTE,39097563.32,116122,30068878.7,6528,39411463.68,70178,56097263.19,19269,5531,271,5365,269
202310,2905404,CAIRU,29,BAHIA,NE,NORDESTE,48781975.18,363299,27179169.5,41718,48629546.98,262623,21146873.44,83673,8701,977,8741,901
202307,4300703,ANTA GORDA,43,RIO GRANDE DO SUL,SU,SUL,12631711.27,26133,8407500.77,3076,10244335.14,13282,11290495.35,10526,2216,252,1792,250
202306,3162575,SÃO JOÃO DO MANTENINHA,31,MINAS GERAIS,SE,SUDESTE,12946072.3,36609,3500237.3,2652,13569855.0,26887,3912291.11,8304,2259,214,2277,214
202408,3154903,RIO CASCA,31,MINAS GERAIS,SE,SUDESTE,37921062.89,200798,10902369.72,10185,35162577.18,118517,11411549.1,24734,7034,484,7005,454
202506,5106224,NOVA MUTUM,51,MATO GROSSO,CO,CENTRO-OESTE,388740347.63,1139369,429147672.76,167129,399088048.84,604481,430167372.06,420539,35057,5123,34545,4848
202306,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,28162042.3,159021,2344486.62,2840,26662629.11,113469,2584833.21,7054,8105,140,8268,132
202306,2107506,PAÇO DO LUMIAR,21,MARANHÃO,NE,NORDESTE,268487000.34,2073756,99182734.48,89566,269400643.95,1602598,80017748.69,196752,63987,2303,64704,2175
202309,2414100,TENENTE ANANIAS,24,RIO GRANDE DO NORTE,NE,NORDESTE,24361427.84,150537,2809725.74,2170,23003662.97,104650,3177488.4,10441,4558,106,4482,109
202412,2607505,ITAÍBA,26,PERNAMBUCO,NE,NORDESTE,64575486.72,351486,7930685.51,11580,60813832.26,222035,9163868.98,62529,11941,249,11450,237
202505,4216206,SÃO FRANCISCO DO SUL,42,SANTA CATARINA,SU,SUL,234459220.3,1190094,762950196.56,128411,230002912.04,620635,821253489.73,282409,35720,4094,35138,3888
202508,2926301,RIACHÃO DO JACUÍPE,29,BAHIA,NE,NORDESTE,124769037.72,758628,65551944.25,40176,124490550.31,492390,57140095.23,137509,19121,1130,19191,1049
202508,1501576,BOM JESUS DO TOCANTINS,15,PARÁ,NO,NORTE,63196373.09,310239,20947430.79,15182,58122970.29,178418,23600597.85,62970,7388,312,7240,289
202305,4306551,DOM PEDRO DE ALCÂNTARA,43,RIO GRANDE DO SUL,SU,SUL,5092152.73,15995,7045705.12,2149,5084107.21,11758,7398063.42,5292,1025,85,1012,84
202312,3135209,JANUÁRIA,31,MINAS GERAIS,SE,SUDESTE,141211394.57,974605,39179150.31,44398,141200544.25,633746,39492970.4,131281,34031,1457,34578,1403
202508,2409407,PAU DOS FERROS,24,RIO GRANDE DO NORTE,NE,NORDESTE,140023176.74,802011,79835783.39,42494,128216298.95,565013,94652004.48,258179,19769,1332,19138,1237
202505,3542008,QUINTANA,35,SÃO PAULO,SE,SUDESTE,32605262.08,143245,10938078.31,9633,30511904.37,72033,13030510.32,23859,3901,288,3831,290
202404,3108552,BRASILÂNDIA DE MINAS,31,MINAS GERAIS,SE,SUDESTE,44356672.48,247247,16202565.94,14557,44085297.11,149818,17304864.46,45788,9034,619,8882,570
202404,2614501,SURUBIM,26,PERNAMBUCO,NE,NORDESTE,199296094.5,1008269,50875660.87,41818,203853234.4,756484,61774010.87,161917,32314,1318,31738,1241
202502,2930907,TABOCAS DO BREJO VELHO,29,BAHIA,NE,NORDESTE,22747942.65,150604,4374885.12,5762,21533728.23,81684,4419724.31,20289,5284,186,5032,181
202401,4219358,VITOR MEIRELES,42,SANTA CATARINA,SU,SUL,8255433.89,33788,6768288.76,3562,8089750.21,17414,6796801.31,11327,2349,250,2156,230
202411,3110707,CAMBUQUIRA,31,MINAS GERAIS,SE,SUDESTE,31856014.56,200668,8652498.51,11028,32532538.46,112043,10032820.44,36819,6856,506,6800,503
202308,3102100,ALTO RIO DOCE,31,MINAS GERAIS,SE,SUDESTE,13206875.45,57784,2390098.23,1862,12659255.26,41395,1903138.19,5482,3670,153,3606,146
202401,2400802,ANGICOS,24,RIO GRANDE DO NORTE,NE,NORDESTE,27686385.02,206979,7492731.78,7029,25489804.75,146911,7612014.56,34057,6776,288,6474,274
202412,3170107,UBERABA,31,MINAS GERAIS,SE,SUDESTE,1818962639.66,7921022,1806850497.09,697918,1899024032.85,5024477,1780816290.77,1725432,218892,20893,217783,19470
202502,1400704,UIRAMUTÃ,14,RORAIMA,NO,NORTE,6488546.72,48342,2893577.82,2360,5877911.46,26430,2154307.23,7873,1799,62,1713,56
202409,5200829,AMARALINA,52,GOIÁS,CO,CENTRO-OESTE,8073877.94,36451,797112.76,1073,7777892.43,27876,826726.96,2542,1248,64,1193,49
202411,3124708,ESTRELA DO INDAIÁ,31,MINAS GERAIS,SE,SUDESTE,6657638.36,29290,1132927.76,1055,6828281.96,15564,1271724.02,4492,1391,83,1332,80
202507,4101507,ARAPONGAS,41,PARANÁ,SU,SUL,598219421.38,2444840,2548118706.99,13126090,646919765.05,1366963,2527633414.46,43121876,77082,9827,76516,9416
202501,3514007,DOBRADA,35,SÃO PAULO,SE,SUDESTE,24780740.8,169929,8180291.27,7149,23115483.83,93584,8247865.93,20929,5558,306,5446,290
202411,4315156,PROGRESSO,43,RIO GRANDE DO SUL,SU,SUL,8491537.31,47418,4752724.44,2458,7183831.65,23392,4608065.66,8007,2294,167,2026,175
202308,3513207,CRISTAIS PAULISTA,35,SÃO PAULO,SE,SUDESTE,27833947.29,86680,13674100.54,7218,29961697.44,56355,11099559.4,16493,4128,320,4102,304
202405,3522000,ITAJU,35,SÃO PAULO,SE,SUDESTE,7460507.63,46289,7061306.53,2566,10522237.37,25585,5193626.34,5408,1735,105,1692,95
202407,2930808,SOUTO SOARES,29,BAHIA,NE,NORDESTE,35366523.38,225606,4821782.04,5406,33989125.16,138798,5659340.13,15097,7941,178,7727,162
202307,5007950,TACURU,50,MATO GROSSO DO SUL,CO,CENTRO-OESTE,11968113.25,63877,3671073.18,4654,11015871.36,36781,3661081.64,11337,3414,153,3280,142
202307,1721307,TUPIRATINS,17,TOCANTINS,NO,NORTE,3190156.73,20117,648956.1,1080,3480528.09,13995,515372.73,2527,840,34,872,24
202403,3550407,SÃO PEDRO,35,SÃO PAULO,SE,SUDESTE,114530946.32,521669,57878929.1,51939,121877040.8,330901,56195031.06,117095,21253,1980,21051,1876
202501,2503209,CABEDELO,25,PARAÍBA,NE,NORDESTE,342325034.57,1691738,364587219.69,106132,336110480.9,1159777,635539509.41,424485,43453,3166,42778,2929
202409,2705002,MATA GRANDE,27,ALAGOAS,NE,NORDESTE,40671187.5,276767,3262479.46,4606,38159365.44,199339,4045501.05,16792,9458,145,9102,138
202306,4314902,PORTO ALEGRE,43,RIO GRANDE DO SUL,SU,SUL,4922807568.63,19341092,10788741126.93,15364214,5084145971.85,13258575,10677308134.62,62212566,943292,87354,908033,83564
202506,4314787,PONTE PRETA,43,RIO GRANDE DO SUL,SU,SUL,4333349.41,8641,3364956.14,858,3406657.82,3696,3233944.15,2275,635,71,517,67
202408,4316105,RONDA ALTA,43,RIO GRANDE DO SUL,SU,SUL,25832291.98,94291,13480974.1,9448,24351562.88,48866,13116552.53,22935,4573,517,4270,510
202409,3107802,BOM JESUS DO GALHO,31,MINAS GERAIS,SE,SUDESTE,31187518.72,190101,7006430.02,6332,31933111.5,107514,5704355.58,26182,6815,330,6655,299
202412,2506905,ITABAIANA,25,PARAÍBA,NE,NORDESTE,81336307.42,529795,17024864.58,15102,76155441.06,380797,17604045.34,85573,13894,469,13819,437
202304,3136579,JOSENÓPOLIS,31,MINAS GERAIS,SE,SUDESTE,6069750.36,42169,950421.3,685,6333326.94,26113,575509.58,1570,1695,45,1751,48
202309,5213772,MONTIVIDIU DO NORTE,52,GOIÁS,CO,CENTRO-OESTE,7887974.98,36085,2831487.68,1798,8010221.06,23219,2101901.91,5391,1745,68,1724,59
202403,4304671,CAPIVARI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,17790481.24,71079,9456231.54,7325,18252259.14,37304,10018048.13,16995,2568,274,2482,274
202412,2504900,CRUZ DO ESPÍRITO SANTO,25,PARAÍBA,NE,NORDESTE,40838323.13,340184,15176436.96,6748,38319241.01,219407,11162113.18,21479,8717,173,8615,143
202407,1504000,LIMOEIRO DO AJURU,15,PARÁ,NO,NORTE,57313129.69,375553,6681293.49,7125,49290117.47,258582,5636967.57,16056,11447,116,10462,123
202408,3161205,SÃO FRANCISCO DE PAULA,31,MINAS GERAIS,SE,SUDESTE,13791827.03,61463,36592445.68,3094,16952005.72,35344,43588710.06,9957,2796,158,2830,155
202504,5221304,TRÊS RANCHOS,52,GOIÁS,CO,CENTRO-OESTE,11314657.88,56246,14642486.56,5077,11215960.42,34363,9525161.61,14329,1730,165,1736,140
202506,3540101,PONGAÍ,35,SÃO PAULO,SE,SUDESTE,18670878.51,53720,17210646.07,3862,20428358.99,31089,11437900.06,12158,1979,145,1926,139
202401,2408607,PARANÁ,24,RIO GRANDE DO NORTE,NE,NORDESTE,6386354.87,47594,345773.58,456,5797403.83,30850,213613.18,805,1772,33,1718,29
202501,2105427,ITINGA DO MARANHÃO,21,MARANHÃO,NE,NORDESTE,84436372.65,606825,28486556.15,23968,80845725.47,383423,31568676.58,106959,14720,493,14458,473
202412,3506102,BEBEDOURO,35,SÃO PAULO,SE,SUDESTE,460460347.73,1699941,2089813306.41,180927,530991031.0,1032656,2193381620.28,418490,51234,4853,50091,4567
202308,3111804,CANÁPOLIS,31,MINAS GERAIS,SE,SUDESTE,30584586.08,127473,93589373.89,12302,29292864.28,120361,82570512.27,37042,5457,367,5388,338
202306,3514908,ELIAS FAUSTO,35,SÃO PAULO,SE,SUDESTE,38767327.66,188838,46660503.81,15779,41215020.63,126243,38171006.43,24957,9253,676,9215,616
202505,4115457,MARQUINHO,41,PARANÁ,SU,SUL,13175654.06,56420,4857494.71,2424,12443059.96,27851,3574660.65,6239,2328,112,2171,116
202401,3203502,MONTANHA,32,ESPÍRITO SANTO,SE,SUDESTE,58949159.43,319851,37642497.51,16429,60264992.3,375686,34006250.75,46503,10009,597,10002,582
202407,4118204,PARANAGUÁ,41,PARANÁ,SU,SUL,547019404.02,3788023,970994586.01,298754,557635883.41,2188218,687512191.76,666140,101031,6836,100288,6434
202305,4316709,SANTA BÁRBARA DO SUL,43,RIO GRANDE DO SUL,SU,SUL,24444785.43,72763,181944209.22,5900,20484493.68,41591,241654639.79,14387,4526,346,4149,355
202501,3152204,PORTEIRINHA,31,MINAS GERAIS,SE,SUDESTE,87024393.18,491426,23455112.98,24914,84994851.18,314101,26323898.28,109764,18727,1082,18468,1062
202404,1100940,CUJUBIM,11,RONDÔNIA,NO,NORTE,56637309.63,238093,14095056.21,13834,54796730.41,140488,15064556.77,40177,8311,458,8335,450
202506,3124609,ESTRELA DALVA,31,MINAS GERAIS,SE,SUDESTE,5978891.11,44617,2680993.88,1842,5794821.98,26315,1861310.48,4310,1279,60,1270,57
202305,3146206,OURO VERDE DE MINAS,31,MINAS GERAIS,SE,SUDESTE,14093221.03,51298,2314430.39,1460,12595856.39,39027,2290733.06,2941,2702,83,2724,77
