AnoMes,PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,FORMAINICIACAO,NATUREZA,FINALIDADE,VALOR,QUANTIDADE
202409,PJ,PF,Nao informado,Nao informado,Nao se aplica,entre 40 e 49 anos,QRES,B2P,Pix,33927.7,37
202410,PF,PF,NORTE,SUL,entre 40 e 49 anos,até 19 anos,MANU,P2P,Pix,300529.81,3948
202311,PF,PF,SUDESTE,NORDESTE,mais de 60 anos,até 19 anos,MANU,P2P,Pix,526890.32,5235
202504,PF,PF,NORTE,Nao informado,entre 40 e 49 anos,entre 50 e 59 anos,MANU,P2P,Pix,135739.58,642
202508,PJ,PF,SUDESTE,Nao informado,Nao se aplica,até 19 anos,DICT,G2P,Pix,168.13,1
202405,PF,PF,SUL,SUL,mais de 60 anos,entre 40 e 49 anos,QRES,P2P,Pix,12586819.87,75314
202501,PF,PF,SUDESTE,Nao informado,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,4474758.76,6161
202405,PF,PF,CENTRO-OESTE,SUL,mais de 60 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,7616.04,17
202503,PF,PJ,SUL,SUL,entre 20 e 29 anos,Nao se aplica,MANU,P2B,Pix Saque,4980.0,46
202304,PF,PF,SUL,SUL,entre 30 e 39 anos,entre 50 e 59 anos,MANU,P2P,Pix,155278089.88,506176
202301,PF,PF,NORTE,NORTE,Nao informado,entre 40 e 49 anos,DICT,P2P,Pix,4653.0,22
202508,PJ,PF,CENTRO-OESTE,CENTRO-OESTE,Nao se aplica,entre 20 e 29 anos,DICT,G2P,Pix,14325972.44,10123
202504,PF,PJ,SUL,CENTRO-OESTE,até 19 anos,Nao se aplica,INIC,P2B,Pix,5694.45,25
202401,PF,PJ,NORDESTE,NORDESTE,entre 50 e 59 anos,Nao se aplica,QRES,P2B,Pix,287126882.49,2444814
202507,PJ,PF,NORTE,NORTE,Nao se aplica,entre 50 e 59 anos,QRES,G2P,Pix,18.0,1
202506,PF,PJ,Nao informado,Nao informado,entre 20 e 29 anos,Nao se aplica,Nao disponivel,P2B,Nao disponivel,419.11,10
202404,PF,PF,NORTE,NORTE,mais de 60 anos,entre 50 e 59 anos,DICT,P2P,Pix,333092447.9,1057279
202301,PF,PJ,SUL,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,Nao disponivel,P2B,Nao disponivel,83121.78,59
202405,PF,PJ,CENTRO-OESTE,NORDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Saque,75157.04,400
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 20 e 29 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,476508.67,363
202507,PF,PF,NORDESTE,Nao informado,entre 30 e 39 anos,até 19 anos,QRES,P2P,Pix,3465.88,72
202412,PF,PJ,NORTE,NORTE,até 19 anos,Nao se aplica,QRES,P2G,Pix,28616.02,935
202502,PF,PF,NORDESTE,SUL,mais de 60 anos,entre 40 e 49 anos,QRDN,P2P,Pix,37989.0,735
202405,PF,PF,SUL,SUL,entre 50 e 59 anos,entre 20 e 29 anos,QRDN,P2P,Pix,1958360.21,37841
202404,PF,PF,SUL,SUDESTE,entre 30 e 39 anos,entre 30 e 39 anos,QRES,P2P,Pix,4308955.59,77121
202403,PF,PF,NORDESTE,Nao informado,entre 40 e 49 anos,entre 50 e 59 anos,QRES,P2P,Pix,18013.71,324
202306,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,475121.23,1720
202310,PF,PJ,NORTE,SUDESTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix Saque,70407.54,443
202309,PF,PF,SUL,CENTRO-OESTE,entre 50 e 59 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,15462.73,52
202501,PF,PJ,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,Nao se aplica,DICT,P2B,Pix,114527213.76,574227
202310,PF,PF,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 50 e 59 anos,DICT,P2P,Pix,24477802.88,193074
202301,PF,PF,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 20 e 29 anos,QRES,P2P,Pix,857129.82,34623
202411,PF,PJ,SUL,SUDESTE,até 19 anos,Nao se aplica,DICT,P2B,Pix,17228129.34,38955
202309,PF,PJ,Nao informado,SUDESTE,até 19 anos,Nao se aplica,QRES,P2B,Pix,17722.04,369
202304,PJ,PF,NORTE,Nao informado,Nao se aplica,até 19 anos,QRES,B2P,Pix,140.0,1
202408,PF,PF,SUL,NORTE,entre 30 e 39 anos,entre 20 e 29 anos,QRDN,P2P,Pix,201215.29,5020
202302,PF,PF,SUDESTE,NORTE,mais de 60 anos,entre 30 e 39 anos,QRES,P2P,Pix,109290.43,1266
202410,PF,PJ,Nao informado,CENTRO-OESTE,até 19 anos,Nao se aplica,QRDN,P2G,Pix,2476.63,32
202305,PF,PF,Nao informado,NORDESTE,entre 40 e 49 anos,entre 30 e 39 anos,QRES,P2P,Pix,30168.55,439
202304,PF,PF,SUL,Nao informado,até 19 anos,entre 50 e 59 anos,MANU,P2P,Pix,3460.1,16
202406,PF,PJ,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Troco,307.99,1
202407,PF,PF,SUDESTE,NORTE,entre 50 e 59 anos,mais de 60 anos,DICT,P2P,Pix,9387850.65,21194
202408,PF,PJ,SUL,NORTE,mais de 60 anos,Nao se aplica,Nao disponivel,P2B,Nao disponivel,63870.56,4
202411,PF,PF,SUL,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,MANU,P2P,Pix,6831936.74,11910
202410,PF,PJ,NORTE,SUL,entre 50 e 59 anos,Nao se aplica,QRDN,P2B,Pix Saque,733548.44,2526
202501,PJ,PF,NORDESTE,SUL,Nao se aplica,entre 40 e 49 anos,DICT,B2P,Pix,153297085.44,563205
202501,PF,PJ,CENTRO-OESTE,NORDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Troco,100.0,1
202407,PF,PF,NORDESTE,SUDESTE,mais de 60 anos,até 19 anos,QRES,P2P,Pix,158718.88,1695
202407,PF,PJ,Nao informado,SUDESTE,até 19 anos,Nao se aplica,DICT,P2B,Pix,81146.51,249
202404,PF,PF,SUDESTE,SUDESTE,mais de 60 anos,entre 50 e 59 anos,QRDN,P2P,Pix,5582702.18,130656
202408,PJ,PF,CENTRO-OESTE,NORDESTE,Nao se aplica,até 19 anos,Nao disponivel,B2P,Nao disponivel,58765.43,1676
202411,PF,PF,Nao informado,SUL,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,6579.0,93
202401,PF,PF,SUDESTE,CENTRO-OESTE,entre 20 e 29 anos,mais de 60 anos,INIC,P2P,Pix,122.55,1
202405,PF,PF,Nao informado,CENTRO-OESTE,entre 30 e 39 anos,mais de 60 anos,QRES,P2P,Pix,9434.91,183
202505,PF,PF,CENTRO-OESTE,NORDESTE,entre 50 e 59 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,6514.64,73
202504,PJ,PJ,NORDESTE,SUL,Nao se aplica,Nao se aplica,DICT,B2B,Pix,1437454819.44,146267
202309,PF,PJ,NORDESTE,SUL,até 19 anos,Nao se aplica,QRDN,P2B,Pix,27215485.47,1233115
202502,PF,PJ,SUL,NORTE,até 19 anos,Nao se aplica,DICT,P2B,Pix,1641526.33,2927
202508,PF,PF,NORDESTE,SUL,entre 40 e 49 anos,entre 30 e 39 anos,QRDN,P2P,Pix,490826.05,13553
202403,PF,PF,Nao informado,NORDESTE,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,3079878.86,8811
202402,PJ,PF,SUL,Nao informado,Nao se aplica,entre 20 e 29 anos,DICT,G2P,Pix,2574.09,14
202404,PF,PJ,SUL,NORTE,até 19 anos,Nao se aplica,QRES,P2B,Pix,108918.23,2376
202306,PF,PF,NORTE,NORTE,mais de 60 anos,entre 50 e 59 anos,QRES,P2P,Pix,2141718.83,34089
202504,PF,PF,CENTRO-OESTE,NORDESTE,entre 40 e 49 anos,mais de 60 anos,QRDN,P2P,Pix,347815.71,9576
202507,PJ,PF,NORDESTE,CENTRO-OESTE,Nao se aplica,entre 20 e 29 anos,DICT,B2P,Pix,407690262.07,1829875
202304,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 40 e 49 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,134802.35,1914
202401,PF,PJ,Nao informado,SUL,Nao informado,Nao se aplica,MANU,P2B,Pix,0.16,16
202411,PJ,PJ,NORDESTE,SUDESTE,Nao se aplica,Nao se aplica,MANU,B2G,Pix,480181.04,14
202303,PF,PJ,CENTRO-OESTE,SUL,entre 30 e 39 anos,Nao se aplica,MANU,P2G,Pix,180.0,3
202409,PJ,PJ,CENTRO-OESTE,NORTE,Nao se aplica,Nao se aplica,DICT,B2G,Pix,20599.23,18
202311,PF,PF,NORDESTE,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,89743513.6,344206
202410,PF,PF,SUL,SUL,até 19 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,1241554.11,13871
202405,PF,PF,NORTE,Nao informado,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,1005367.1,3991
202311,PF,PF,Nao informado,NORTE,entre 50 e 59 anos,até 19 anos,QRDN,P2P,Pix,19.0,2
202403,PF,PF,NORTE,CENTRO-OESTE,até 19 anos,entre 50 e 59 anos,MANU,P2P,Pix,143520.67,2130
202408,PF,PF,SUDESTE,SUL,até 19 anos,entre 40 e 49 anos,DICT,P2P,Pix,7235722.99,43630
202312,PF,PF,NORDESTE,NORTE,entre 30 e 39 anos,entre 50 e 59 anos,QRES,P2P,Pix,1336947.23,39187
